id,organisation_name,organisation_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_category_name,indicator_subcategory_name,indicator_category_subcategory,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_passed,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points
KR-4-budget,"Korea, KOICA",KR-4,1.085,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
KR-4-contracts,"Korea, KOICA",KR-4,0,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
KR-4-tenders,"Korea, KOICA",KR-4,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
KR-4-cost-overall,"Korea, KOICA",KR-4,0,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
KR-4-expenditure-planned,"Korea, KOICA",KR-4,1.625,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,manual,machine-readable,50,50,0,0,,1,1,0,always,1,,machine-readable,50,50
KR-4-expenditure-actual,"Korea, KOICA",KR-4,0,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
KR-4-budget-identifier,"Korea, KOICA",KR-4,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
KR-4-results,"Korea, KOICA",KR-4,0,results,Results,activity,performance,activity-performance,37,0.0433,manual,website,0,0,0,0,,1,1,0,sometimes,0,,website,33.33,0
KR-4-impact-appraisals,"Korea, KOICA",KR-4,0,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,0,0,0,0,,1,1,0,sometimes,0,,document,50,0
KR-4-conditions,"Korea, KOICA",KR-4,2.165,conditions,Conditions,activity,performance,activity-performance,39,0.0433,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
KR-4-foia,"Korea, KOICA",KR-4,2.219778,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,66.66,66.66,0,0,,1,1,0,,0,66.66,,0,66.66
KR-4-implementation-schedules,"Korea, KOICA",KR-4,1.332,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,40,40,0,0,,1,1,0,,0,40,,0,40
KR-4-accessibility,"Korea, KOICA",KR-4,1.109889,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,33.33,33.33,0,0,,1,1,0,,0,33.33,,0,33.33
44004-strategy,"World Bank, IFC",44004,1.25,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
44004-annual-report,"World Bank, IFC",44004,1.25,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
44004-allocation,"World Bank, IFC",44004,1.25,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
44004-procurement-policy,"World Bank, IFC",44004,1.25,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
44004-country-strategy,"World Bank, IFC",44004,1.25,country-strategy,Country strategy,organisation,planning,organisation-planning,8,0.025,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
44004-total-budget,"World Bank, IFC",44004,0.6949305,total-budget,Total budget,organisation,financial,organisation-financial,9,0.0417,manual,pdf,16.665,16.665,0,0,,1,1,0,,0,3,pdf,16.665,16.665
44004-disaggregated-budgets,"World Bank, IFC",44004,0.6949305,disaggregated-budgets,Disaggregated budgets,organisation,financial,organisation-financial,10,0.0417,manual,pdf,16.665,16.665,0,0,,1,1,0,,0,3,pdf,16.665,16.665
44004-audit,"World Bank, IFC",44004,2.085,audit,Audit,organisation,financial,organisation-financial,11,0.0417,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
44004-implementer,"World Bank, IFC",44004,0.815,implementer,Implementer,activity,basic,activity-basic,12,0.0163,manual,machine-readable,50,50,0,0,,1,1,0,always,1,,machine-readable,50,50
44004-unique-id,"World Bank, IFC",44004,0.815,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,manual,machine-readable,50,50,0,0,,1,1,0,always,1,,machine-readable,50,50
44004-title,"World Bank, IFC",44004,0.815,title,Title,activity,basic,activity-basic,14,0.0163,manual,machine-readable,50,50,0,0,,1,1,0,always,1,,machine-readable,50,50
44004-description,"World Bank, IFC",44004,0.543279,description,Description,activity,basic,activity-basic,15,0.0163,manual,website,33.33,33.33,0,0,,1,1,0,always,1,,website,33.33,33.33
44004-dates-planned,"World Bank, IFC",44004,0,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,manual,,0,0,0,0,,1,1,0,sometimes,0,,,0,0
44004-dates-actual,"World Bank, IFC",44004,0,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,manual,machine-readable,0,0,0,0,,1,1,0,sometimes,0,,machine-readable,50,0
44004-current-status,"World Bank, IFC",44004,0.543279,current-status,Current Status,activity,basic,activity-basic,18,0.0163,manual,website,33.33,33.33,0,0,,1,1,0,always,1,,website,33.33,33.33
44004-contact-details,"World Bank, IFC",44004,0.543279,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,manual,website,33.33,33.33,0,0,,1,1,0,always,1,,website,33.33,33.33
44004-collaboration-type,"World Bank, IFC",44004,0,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
44004-flow-type,"World Bank, IFC",44004,0,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
44004-aid-type,"World Bank, IFC",44004,0.93,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,manual,machine-readable,50,50,0,0,,1,1,0,always,1,,machine-readable,50,50
44004-finance-type,"World Bank, IFC",44004,0.93,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,manual,machine-readable,50,50,0,0,,1,1,0,always,1,,machine-readable,50,50
44004-sector,"World Bank, IFC",44004,0.93,sector,Sector,activity,classifications,activity-classifications,24,0.0186,manual,machine-readable,50,50,0,0,,1,1,0,always,1,,machine-readable,50,50
44004-location,"World Bank, IFC",44004,0.619938,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,manual,website,33.33,33.33,0,0,,1,1,0,always,1,,website,33.33,33.33
44004-tied-aid-status,"World Bank, IFC",44004,0,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
44004-mou,"World Bank, IFC",44004,0,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
44004-evaluations,"World Bank, IFC",44004,1.085,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
44004-objectives,"World Bank, IFC",44004,1.085,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
44004-budget,"World Bank, IFC",44004,0,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
44004-contracts,"World Bank, IFC",44004,0,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
44004-tenders,"World Bank, IFC",44004,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
44004-cost-overall,"World Bank, IFC",44004,1.625,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,manual,machine-readable,50,50,0,0,,1,1,0,always,1,,machine-readable,50,50
44004-expenditure-planned,"World Bank, IFC",44004,1.083225,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,manual,website,33.33,33.33,0,0,,1,1,0,always,1,,website,33.33,33.33
44004-expenditure-actual,"World Bank, IFC",44004,0,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
44004-budget-identifier,"World Bank, IFC",44004,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
44004-results,"World Bank, IFC",44004,0,results,Results,activity,performance,activity-performance,37,0.0433,manual,website,0,0,0,0,,1,1,0,sometimes,0,,website,33.33,0
44004-impact-appraisals,"World Bank, IFC",44004,2.165,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
44004-conditions,"World Bank, IFC",44004,0,conditions,Conditions,activity,performance,activity-performance,39,0.0433,manual,document,0,0,0,0,,1,1,0,sometimes,0,,document,50,0
44004-foia,"World Bank, IFC",44004,2.219778,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,66.66,66.66,0,0,,1,1,0,,0,66.66,,0,66.66
44004-implementation-schedules,"World Bank, IFC",44004,0,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,0,0,0,0,,1,1,0,,0,0,,0,0
44004-accessibility,"World Bank, IFC",44004,3.33,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,100,100,0,0,,1,1,0,,0,100,,0,100
DK-2-strategy,"Denmark, MFA",DK-2,2.5,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
DK-2-annual-report,"Denmark, MFA",DK-2,2.5,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
DK-2-allocation,"Denmark, MFA",DK-2,2.5,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
DK-2-procurement-policy,"Denmark, MFA",DK-2,2.5,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
DK-2-total-budget,"Denmark, MFA",DK-2,4.17,total-budget,Total budget,organisation,Financial,organisation-Financial,9,0.0417,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
DK-2-disaggregated-budgets,"Denmark, MFA",DK-2,4.17,disaggregated-budgets,Disaggregated budgets,organisation,Financial,organisation-Financial,10,0.0417,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
DK-2-audit,"Denmark, MFA",DK-2,4.17,audit,Audit,organisation,financial,organisation-financial,11,0.0417,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
DK-2-implementer,"Denmark, MFA",DK-2,1.364838855,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,83.73244508,67.46489017,33.73244508,monthly,1,1,33.73244508,,,,,,0
DK-2-unique-id,"Denmark, MFA",DK-2,1.63,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
DK-2-title,"Denmark, MFA",DK-2,1.610336694,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,98.79366223,97.58732445,48.79366223,monthly,1,1,48.79366223,,,,,,0
DK-2-description,"Denmark, MFA",DK-2,0.946920238,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,58.09326611,16.18653223,8.093266115,monthly,1,1,8.093266115,,,,,,0
DK-2-dates-planned,"Denmark, MFA",DK-2,1.079867663,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,iati,iati,50,66.24954987,32.49909975,16.24954987,monthly,1,1,16.24954987,,,,,,0
DK-2-dates-actual,"Denmark, MFA",DK-2,1.365132337,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,iati,iati,50,83.75045013,67.50090025,33.75045013,monthly,1,1,33.75045013,,,,,,0
DK-2-current-status,"Denmark, MFA",DK-2,1.204891069,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,73.91969752,47.83939503,23.91969752,monthly,1,1,23.91969752,,,,,,0
DK-2-contact-details,"Denmark, MFA",DK-2,1.365132337,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,iati,iati,50,83.75045013,67.50090025,33.75045013,monthly,1,1,33.75045013,,,,,,0
DK-2-collaboration-type,"Denmark, MFA",DK-2,1.86,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
DK-2-flow-type,"Denmark, MFA",DK-2,1.86,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
DK-2-aid-type,"Denmark, MFA",DK-2,1.86,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
DK-2-finance-type,"Denmark, MFA",DK-2,1.86,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
DK-2-sector,"Denmark, MFA",DK-2,1.802398272,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,96.90313288,93.80626575,46.90313288,monthly,1,1,46.90313288,,,,,,0
DK-2-tied-aid-status,"Denmark, MFA",DK-2,1.56646561,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,iati,iati,50,84.2185812,68.43716241,34.2185812,monthly,1,1,34.2185812,,,,,,0
DK-2-objectives,"Denmark, MFA",DK-2,1.264530969,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,iati,iati,50,58.27331653,16.54663306,8.273316529,monthly,1,1,8.273316529,,,,,,0
DK-2-cost-overall,"Denmark, MFA",DK-2,2.170094937,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,iati,iati,50,66.7721519,33.5443038,16.7721519,monthly,1,1,16.7721519,,,,,,0
DK-2-expenditure-planned,"Denmark, MFA",DK-2,2.529955888,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,iati,iati,50,77.84479654,55.68959309,27.84479654,monthly,1,1,27.84479654,,,,,,0
DK-2-expenditure-actual,"Denmark, MFA",DK-2,2.653718041,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,iati,iati,50,81.6528628,63.3057256,31.6528628,monthly,1,1,31.6528628,,,,,,0
DK-2-results,"Denmark, MFA",DK-2,2.200277728,results,Results,activity,performance,activity-performance,37,0.0433,iati,iati,50,50.81472812,1.629456248,0.814728124,monthly,1,1,0.814728124,,,,,,0
DK-2-tenders,"Denmark, MFA",DK-2,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50
DK-2-budget-identifier,"Denmark, MFA",DK-2,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,monthly,1,1,0,not published,0,,,0,0
DK-2-impact-appraisals,"Denmark, MFA",DK-2,0,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,0,0,0,0,monthly,1,1,0,sometimes,0,,document,50,0
DK-2-conditions,"Denmark, MFA",DK-2,0,conditions,Conditions,activity,performance,activity-performance,39,0.0433,manual,document,0,0,0,0,monthly,1,1,0,not published,0,,document,50,0
DK-2-country-strategy,"Denmark, MFA",DK-2,0,country-strategy,Country strategy,organisation,Planning,organisation-Planning,8,0.025,manual,document,0,0,0,0,monthly,1,1,0,sometimes,0,,document,50,0
DK-2-location,"Denmark, MFA",DK-2,0,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,manual,website,0,0,0,0,monthly,1,1,0,sometimes,0,,website,33.33,0
DK-2-mou,"Denmark, MFA",DK-2,0,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,manual,document,0,0,0,0,monthly,1,1,0,not published,0,,document,50,0
DK-2-evaluations,"Denmark, MFA",DK-2,1.085,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50
DK-2-budget,"Denmark, MFA",DK-2,0,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,0,0,0,0,monthly,1,1,0,sometimes,0,,document,50,0
DK-2-contracts,"Denmark, MFA",DK-2,1.085,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50
DK-2-foia,"Denmark, MFA",DK-2,2.219778,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,66.66,66.66,0,0,monthly,1,1,0,,0,66.66,,0,66.66
DK-2-implementation-schedules,"Denmark, MFA",DK-2,2.2644,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,68,68,0,0,monthly,1,1,0,,0,68,,0,68
DK-2-accessibility,"Denmark, MFA",DK-2,2.219778,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,66.66,66.66,0,0,monthly,1,1,0,,0,66.66,,0,66.66
42004-strategy,EIB,42004,2.5,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
42004-annual-report,EIB,42004,2.5,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
42004-allocation,EIB,42004,2.5,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
42004-procurement-policy,EIB,42004,2.5,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
42004-total-budget,EIB,42004,3.475,total-budget,Total budget,organisation,Financial,organisation-Financial,9,0.0417,iati,iati,50,83.33333333,66.66666667,33.33333333,monthly,1,1,33.33333333,,,,,,0
42004-audit,EIB,42004,4.17,audit,Audit,organisation,financial,organisation-financial,11,0.0417,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
42004-implementer,EIB,42004,1.63,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
42004-unique-id,EIB,42004,1.63,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
42004-title,EIB,42004,1.63,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
42004-description,EIB,42004,1.63,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,100,100,50,monthly,1,1,50,,,,,,0
