question_id,question_name,organisation_id,organisation_short,agency_short,result,result_evidence,result_comments
17,Unique ID,10,Finland,,4,http://formin.finland.fi/public/default.aspx?contentid=201714&nodeid=43287&contentlan=1&culture=fi-FI,
18,Project Title,10,Finland,,4,http://formin.finland.fi/public/default.aspx?contentid=201714&nodeid=43287&contentlan=1&culture=fi-FI,
19,Description,10,Finland,,4,http://formin.finland.fi/public/default.aspx?contentid=201714&nodeid=43287&contentlan=1&culture=fi-FI,
20,Sectors,10,Finland,,4,http://formin.finland.fi/public/default.aspx?contentid=201714&nodeid=43287&contentlan=1&culture=fi-FI,
21,Planned dates,10,Finland,,4,http://formin.finland.fi/public/default.aspx?contentid=201714&nodeid=43287&contentlan=1&culture=fi-FI,
22,Actual dates,10,Finland,,2,,
23,Tied aid status,10,Finland,,2,,
24,Overall cost,10,Finland,,4,http://formin.finland.fi/public/default.aspx?contentid=201714&nodeid=43287&contentlan=1&culture=fi-FI,
25,Transactions,10,Finland,,2,,
26,Current status,10,Finland,,2,,
27,Contact details,10,Finland,,2,,
28,Project website,10,Finland,,2,,
29,Impact appraisal,10,Finland,,2,,
30,Objectives,10,Finland,,4,http://formin.finland.fi/public/default.aspx?contentid=201714&nodeid=43287&contentlan=1&culture=fi-FI,
31,Beneficiaries,10,Finland,,2,,
32,Conditions,10,Finland,,2,,
33,Budget docs,10,Finland,,2,,
34,Tender docs,10,Finland,,3,http://formin.finland.fi/public/default.aspx?nodeid=15445&contentlan=2&culture=en-US,
35,Contract docs,10,Finland,,3,http://formin.finland.fi/public/default.aspx?nodeid=34842&contentlan=2&culture=en-US,
36,MoU / agreement,10,Finland,,2,,
37,Project design docs,10,Finland,,2,,
1,FOIA,11,France,,1,,
2,IATI,11,France,,0.5,,
3,Allocation policy,11,France,,3,"http://www.afd.fr/home/projets_afd/pour-un-projet/les-etapes-cles-d-un-projet/Cycle-projet*****http://www.afd.fr/webdav/site/afd/shared/PUBLICATIONS/Colonne-droite/Cooperation-francaise-VF.pdf
",
4,Procurement policy,11,France,,4,"http://www.afd.fr/jahia/Jahia/Principes-generaux-passation-de-marches*****http://www.afd.fr/home/AFD/opportunites-d-affaires/marches-sur-projets-afd/Modeles-de-documents*****http://www.afd.fr/lang/fr/home/projets_afd/pour-un-projet/Modeles-de-convention
",
5,Organisation budget,11,France,,4,http://www.performance-publique.budget.gouv.fr/fileadmin/medias/documents/ressources/PLF2011/DPT/DPT2011_politique_francaise_developpement.pdf,p.83
6,Forward budget,11,France,,3,http://www.afd.fr/webdav/site/afd/shared/ELEMENTS_COMMUNS/pdf/PlanAffairesV5.pdf,
7,Audit,11,France,,3,http://www.afd.fr/webdav/site/afd/shared/PUBLICATIONS/RECHERCHE/Evaluations/Evaluation-capitalisation/20-evaluation-capitalisation.pdf,
8,Country strategy,11,France,,4,"http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/strategie-afd-afrique-du-sud*****http://www.afd.fr/webdav/site/afd/shared/PORTAILS/PAYS/JOHANNESBURG/CIP%20public%20_site%20internet_%20_juillet%20%2009_.pdf*****http://www.ambafrance-rsa.org/IMG/pdf/La_cooperation_FSA_-_20090310.pdf
",
9,Country forward budget,11,France,,1,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/activites-agences/engagements,
10,Evaluation,11,France,,1,,
11,Results,11,France,,1,,
12,Project Implementer,11,France,,4,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud*****http://www.afd.fr/base-projets/listerProjets.action?column=pays&order=asc&page=1,
13,Collaboration type,11,France,,3,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud*****http://www.afd.fr/base-projets/listerProjets.action?column=pays&order=asc&page=1,
14,Flow type: ODA / OOF,11,France,,1,,
15,Project / budget support,11,France,,3,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud*****http://www.afd.fr/base-projets/listerProjets.action?column=pays&order=asc&page=1,
16,Grant / loan,11,France,,3,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud*****http://www.afd.fr/base-projets/listerProjets.action?column=pays&order=asc&page=1,
17,Unique ID,11,France,,3,http://www.afd.fr/base-projets/listerProjets.action?column=pays&order=asc&page=1,
18,Project Title,11,France,,4,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud*****http://www.afd.fr/base-projets/listerProjets.action?column=pays&order=asc&page=1,
19,Description,11,France,,4,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud*****http://www.afd.fr/base-projets/listerProjets.action?column=pays&order=asc&page=1,
20,Sectors,11,France,,4,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud*****http://www.afd.fr/base-projets/listerProjets.action?column=pays&order=asc&page=1,
21,Planned dates,11,France,,3,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud*****http://www.afd.fr/base-projets/listerProjets.action?column=pays&order=asc&page=1,
22,Actual dates,11,France,,1,,
23,Tied aid status,11,France,,2,,
24,Overall cost,11,France,,4,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud*****http://www.afd.fr/base-projets/listerProjets.action?column=pays&order=asc&page=1,
25,Transactions,11,France,,1,,
26,Current status,11,France,,3,http://www.afd.fr/base-projets/listerProjets.action?column=pays&order=asc&page=1,
27,Contact details,11,France,,4,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/contact-afrique-du-sud,
28,Project website,11,France,,1,,
29,Impact appraisal,11,France,,3,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud,
30,Objectives,11,France,,3,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud,
31,Beneficiaries,11,France,,3,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud,
32,Conditions,11,France,,3,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud,
33,Budget docs,11,France,,1,,
34,Tender docs,11,France,,2,http://www.afd.fr/home/pays-d-intervention-afd/afrique-sub-saharienne/pays-afrique/afrique-du-sud/projets-afrique-du-sud*****http://www.afd.fr/base-projets/listerProjets.action?column=pays&order=asc&page=1,
35,Contract docs,11,France,,1,,
36,MoU / agreement,11,France,,1,,
37,Project design docs,11,France,,1,,
1,FOIA,12,Germany,GIZ,1,,
2,IATI,12,Germany,GIZ,1,,
3,Allocation policy,12,Germany,GIZ,4,http://www.bmz.bund.de/en/publications/type_of_publication/special_publications/Minds_for_Change.pdf,
4,Procurement policy,12,Germany,GIZ,4,http://www.gtz.de/en/ausschreibungen/2726.htm,
5,Organisation budget,12,Germany,GIZ,4,"http://www.bundesfinanzministerium.de/nn_124500/DE/Wirtschaft__und__Verwaltung/Finanz__und__Wirtschaftspolitik/Bundeshaushalt/Bundeshaushalt__2012/20110905-Bundeshaushalt12-Finanzplan,templateId=raw,property=publicationFile.pdf",
6,Forward budget,12,Germany,GIZ,2,,
7,Audit,12,Germany,GIZ,2,,
8,Country strategy,12,Germany,GIZ,2,http://www.bmz.de/de/was_wir_machen/laender_regionen/asien/indien/zusammenarbeit.html#t5,
9,Country forward budget,12,Germany,GIZ,2,,
10,Evaluation,12,Germany,GIZ,3,http://www2.gtz.de/monitoring/ ,Sign up required - states only 'selected' documents published. There is only one for 2010 and three for 2011 for GTZ.
11,Results,12,Germany,GIZ,3,http://www2.gtz.de/monitoring/ ,Sign up required - states only 'selected' documents published. There is only one for 2010 and three for 2011 for GTZ.
12,Project Implementer,12,Germany,GIZ,3,http://www.gtz.de/de/aktuell/24283.htm*****http://www.gtz.de/de/dokumente/giz2011-en-proklima-projectsheet-china-xps.pdf ,
13,Collaboration type,12,Germany,GIZ,2,,
14,Flow type: ODA / OOF,12,Germany,GIZ,2,,
15,Project / budget support,12,Germany,GIZ,3,http://www.gtz.de/de/aktuell/24283.htm,
16,Grant / loan,12,Germany,GIZ,3,http://www.gtz.de/de/aktuell/24283.htm,
17,Unique ID,12,Germany,GIZ,2,,
18,Project Title,12,Germany,GIZ,4,http://www.gtz.de/de/aktuell/24283.htm*****http://www.gtz.de/de/dokumente/giz2011-en-proklima-projectsheet-china-xps.pdf*****http://www.gtz.de/de/praxis/1537.htm ,
19,Description,12,Germany,GIZ,3,http://www.gtz.de/de/aktuell/24283.htm*****http://www.gtz.de/de/dokumente/giz2011-en-proklima-projectsheet-china-xps.pdf ,
20,Sectors,12,Germany,GIZ,3,http://www.gtz.de/de/aktuell/24283.htm*****http://www.gtz.de/de/dokumente/giz2011-en-proklima-projectsheet-china-xps.pdf ,
21,Planned dates,12,Germany,GIZ,3,http://www.gtz.de/de/aktuell/24283.htm*****http://www.gtz.de/de/dokumente/giz2011-en-proklima-projectsheet-china-xps.pdf ,
22,Actual dates,12,Germany,GIZ,2,,
23,Tied aid status,12,Germany,GIZ,2,,
24,Overall cost,12,Germany,GIZ,3,http://www.gtz.de/de/dokumente/giz2011-en-proklima-projectsheet-china-xps.pdf ,
25,Transactions,12,Germany,GIZ,2,,
26,Current status,12,Germany,GIZ,2,,
27,Contact details,12,Germany,GIZ,3,http://www.gtz.de/de/aktuell/24283.htm*****http://www.gtz.de/de/dokumente/giz2011-en-proklima-projectsheet-china-xps.pdf ,
28,Project website,12,Germany,GIZ,2,,
29,Impact appraisal,12,Germany,GIZ,2,,
30,Objectives,12,Germany,GIZ,3,http://www.gtz.de/de/aktuell/24283.htm*****http://www.gtz.de/de/dokumente/giz2011-en-proklima-projectsheet-china-xps.pdf ,
31,Beneficiaries,12,Germany,GIZ,3,http://www.gtz.de/de/aktuell/24283.htm*****http://www.gtz.de/de/dokumente/giz2011-en-proklima-projectsheet-china-xps.pdf ,
32,Conditions,12,Germany,GIZ,2,,
33,Budget docs,12,Germany,GIZ,2,,
34,Tender docs,12,Germany,GIZ,4,http://www.gtz.de/en/ausschreibungen/3606.htm ,
35,Contract docs,12,Germany,GIZ,4,http://www.gtz.de/en/ausschreibungen/31419.htm ,
36,MoU / agreement,12,Germany,GIZ,2,,
37,Project design docs,12,Germany,GIZ,2,,
1,FOIA,13,Greece,,1,,
2,IATI,13,Greece,,0,,
3,Allocation policy,13,Greece,,2,,Suggestion that a 5-year plan for 2011-2015 may be being developed.
4,Procurement policy,13,Greece,,2,,
5,Organisation budget,13,Greece,,1,,Development budget is currently only drawn up on an annual basis. Currently considering three-year budgeting.
6,Forward budget,13,Greece,,1,,Development budget is currently only drawn up on an annual basis. Currently considering three-year budgeting.
7,Audit,13,Greece,,2,,
8,Country strategy,13,Greece,,1,,
9,Country forward budget,13,Greece,,1,,
10,Evaluation,13,Greece,,2,,
11,Results,13,Greece,,1,,
12,Project Implementer,13,Greece,,2,,
13,Collaboration type,13,Greece,,2,,
14,Flow type: ODA / OOF,13,Greece,,2,,
15,Project / budget support,13,Greece,,2,,
16,Grant / loan,13,Greece,,2,,
17,Unique ID,13,Greece,,2,,
18,Project Title,13,Greece,,2,,
19,Description,13,Greece,,2,,
20,Sectors,13,Greece,,2,,
21,Planned dates,13,Greece,,2,,
22,Actual dates,13,Greece,,2,,
23,Tied aid status,13,Greece,,2,,
24,Overall cost,13,Greece,,2,,
25,Transactions,13,Greece,,2,,
26,Current status,13,Greece,,2,,
27,Contact details,13,Greece,,2,,
28,Project website,13,Greece,,1,,
29,Impact appraisal,13,Greece,,1,,
30,Objectives,13,Greece,,2,,
31,Beneficiaries,13,Greece,,2,,
32,Conditions,13,Greece,,2,,
33,Budget docs,13,Greece,,2,,
34,Tender docs,13,Greece,,2,,
35,Contract docs,13,Greece,,2,,
36,MoU / agreement,13,Greece,,2,,
37,Project design docs,13,Greece,,2,,
1,FOIA,14,Hungary,,1,,
2,IATI,14,Hungary,,0,,
3,Allocation policy,14,Hungary,,2,,
4,Procurement policy,14,Hungary,,4,http://www.kormany.hu/hu/dok?page=3&source=4&type=210#!DocumentBrowse,
5,Organisation budget,14,Hungary,,1,,
6,Forward budget,14,Hungary,,1,,
7,Audit,14,Hungary,,2,,
8,Country strategy,14,Hungary,,2,,
9,Country forward budget,14,Hungary,,1,,
10,Evaluation,14,Hungary,,1,,
11,Results,14,Hungary,,2,,
12,Project Implementer,14,Hungary,,3,http://www.mfa.gov.hu/kum/en/bal/foreign_policy/international_development/20100831_magyar_laosz.htm ,
13,Collaboration type,14,Hungary,,2,,
14,Flow type: ODA / OOF,14,Hungary,,3,http://www.mfa.gov.hu/kum/en/bal/foreign_policy/international_development/20100831_magyar_laosz.htm ,
15,Project / budget support,14,Hungary,,2,,
16,Grant / loan,14,Hungary,,3,http://www.mfa.gov.hu/kum/en/bal/foreign_policy/international_development/20100831_magyar_laosz.htm ,
17,Unique ID,14,Hungary,,2,,
18,Project Title,14,Hungary,,2,,
19,Description,14,Hungary,,3,http://www.mfa.gov.hu/kum/en/bal/foreign_policy/international_development/20100831_magyar_laosz.htm ,
20,Sectors,14,Hungary,,2,,
21,Planned dates,14,Hungary,,2,,
22,Actual dates,14,Hungary,,2,,
23,Tied aid status,14,Hungary,,2,,
24,Overall cost,14,Hungary,,2,,
25,Transactions,14,Hungary,,2,,
26,Current status,14,Hungary,,2,,
27,Contact details,14,Hungary,,2,,
28,Project website,14,Hungary,,2,,
29,Impact appraisal,14,Hungary,,1,,
30,Objectives,14,Hungary,,2,,
31,Beneficiaries,14,Hungary,,2,,
32,Conditions,14,Hungary,,2,,
33,Budget docs,14,Hungary,,2,,
34,Tender docs,14,Hungary,,2,,
35,Contract docs,14,Hungary,,2,,
36,MoU / agreement,14,Hungary,,2,,
37,Project design docs,14,Hungary,,2,,
1,FOIA,15,Italy,,1,,
2,IATI,15,Italy,,0,,
3,Allocation policy,15,Italy,,4,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/documentazione/PubblicazioniTrattati/2011-01-01_LineeGuida20112013agg.pdf ,
4,Procurement policy,15,Italy,,2,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/LeggiProcedure/Procedure/intro.html ,"Tender site found, but no clear procedures."
5,Organisation budget,15,Italy,,2,,
6,Forward budget,15,Italy,,2,,
7,Audit,15,Italy,,2,,
8,Country strategy,15,Italy,,2,,
9,Country forward budget,15,Italy,,2,,
10,Evaluation,15,Italy,,2,,
11,Results,15,Italy,,2,,
12,Project Implementer,15,Italy,,3,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/iniziative/SchedaIniziativa.asp?id_paese=60&id_temi=1 ,
13,Collaboration type,15,Italy,,3,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/iniziative/SchedaIniziativa.asp?id_paese=60&id_temi=1 ,
14,Flow type: ODA / OOF,15,Italy,,3,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/LeggiProcedure/Procedure/intro.html,
15,Project / budget support,15,Italy,,3,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/iniziative/SchedaIniziativa.asp?id_paese=60&id_temi=1 ,
16,Grant / loan,15,Italy,,3,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/iniziative/SchedaIniziativa.asp?id_paese=60&id_temi=1 ,
17,Unique ID,15,Italy,,2,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/iniziative/SchedaIniziativa.asp?id_paese=60&id_temi=1 ,
18,Project Title,15,Italy,,3,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/iniziative/SchedaIniziativa.asp?id_paese=60&id_temi=1 ,
19,Description,15,Italy,,3,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/iniziative/SchedaIniziativa.asp?id_paese=60&id_temi=1 ,
20,Sectors,15,Italy,,3,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/iniziative/SchedaIniziativa.asp?id_paese=60&id_temi=1 ,
21,Planned dates,15,Italy,,3,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/iniziative/SchedaIniziativa.asp?id_paese=60&id_temi=1 ,
22,Actual dates,15,Italy,,2,,
23,Tied aid status,15,Italy,,2,,
24,Overall cost,15,Italy,,3,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/iniziative/SchedaIniziativa.asp?id_paese=60&id_temi=1 ,
25,Transactions,15,Italy,,2,,
26,Current status,15,Italy,,3,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/iniziative/SchedaIniziativa.asp?id_paese=60&id_temi=1 ,
27,Contact details,15,Italy,,2,,
28,Project website,15,Italy,,2,,
29,Impact appraisal,15,Italy,,2,,
30,Objectives,15,Italy,,2,,
31,Beneficiaries,15,Italy,,3,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/iniziative/SchedaIniziativa.asp?id_paese=60&id_temi=1 ,
32,Conditions,15,Italy,,2,,
33,Budget docs,15,Italy,,2,,
34,Tender docs,15,Italy,,4,http://www.cooperazioneallosviluppo.esteri.it/pdgcs/italiano/LeggiProcedure/Procedure/intro.html,
35,Contract docs,15,Italy,,2,,
36,MoU / agreement,15,Italy,,2,,
37,Project design docs,15,Italy,,2,,
1,FOIA,16,Latvia,,1,,
2,IATI,16,Latvia,,0,,
3,Allocation policy,16,Latvia,,3,http://www.mfa.gov.lv/ ,
4,Procurement policy,16,Latvia,,3,http://www.likumi.lv/doc.php?id=203349,
5,Organisation budget,16,Latvia,,1,,
6,Forward budget,16,Latvia,,1,,
7,Audit,16,Latvia,,1,,
8,Country strategy,16,Latvia,,1,,
9,Country forward budget,16,Latvia,,1,,
10,Evaluation,16,Latvia,,2,,
11,Results,16,Latvia,,1,,
12,Project Implementer,16,Latvia,,4,http://www.mfa.gov.lv/en/DevelopmentCo-operation/info/Projects/projects-2010-1/,
13,Collaboration type,16,Latvia,,2,http://www.mfa.gov.lv/en/DevelopmentCo-operation/info/Projects/projects-2010-1/,
14,Flow type: ODA / OOF,16,Latvia,,1,,
15,Project / budget support,16,Latvia,,2,,
16,Grant / loan,16,Latvia,,2,,
17,Unique ID,16,Latvia,,1,,
18,Project Title,16,Latvia,,4,http://www.mfa.gov.lv/en/DevelopmentCo-operation/info/Projects/projects-2010-1/,
19,Description,16,Latvia,,4,http://www.mfa.gov.lv/en/DevelopmentCo-operation/info/Projects/projects-2010-1/,
20,Sectors,16,Latvia,,2,,
21,Planned dates,16,Latvia,,4,http://www.mfa.gov.lv/en/DevelopmentCo-operation/info/Projects/projects-2010-1/,
22,Actual dates,16,Latvia,,2,,
23,Tied aid status,16,Latvia,,2,,
24,Overall cost,16,Latvia,,4,http://www.mfa.gov.lv/en/DevelopmentCo-operation/info/Projects/projects-2010-1/,
25,Transactions,16,Latvia,,1,,
26,Current status,16,Latvia,,2,,
27,Contact details,16,Latvia,,2,http://www.mfa.gov.lv/en/DevelopmentCo-operation/info/Projects/projects-2010-1/,
28,Project website,16,Latvia,,2,http://www.mfa.gov.lv/en/DevelopmentCo-operation/info/Projects/projects-2010-1/,
29,Impact appraisal,16,Latvia,,2,,
30,Objectives,16,Latvia,,3,http://www.mfa.gov.lv/en/DevelopmentCo-operation/info/Projects/projects-2010-1/,
31,Beneficiaries,16,Latvia,,2,,
32,Conditions,16,Latvia,,2,,
33,Budget docs,16,Latvia,,2,,
34,Tender docs,16,Latvia,,2,,
35,Contract docs,16,Latvia,,2,,
36,MoU / agreement,16,Latvia,,1,,
37,Project design docs,16,Latvia,,1,,
1,FOIA,17,Lithuania,,1,,
2,IATI,17,Lithuania,,0,,
3,Allocation policy,17,Lithuania,,4,https://www.urm.lt/get_file.php?file=bFdiQ2w4dkhscWVhbE1SanhweVYyR3ZXbDZGbXlKZVFaTXlYcW11am5hSm5acE9vbHRObXBaMWltNkdWWTViUlk4Rm5sNVhOeU0xaXlXaXBhMldmcldTZGxKekgwbXFZeUtiRFk1ZWFtTTFqem1pV2FwV1dtV0taYUdsdlpHeWFacWJGbHBxaFo1U1hvNVdtbFpXWDEyakRsNlNWaEpYSVo4V1dvbkNyYmFxWm9NT2hsOHVVVThpcHc1bkdwc1BYbE11V20yWEZsSUZsbHBkbWEyWnNiV3RrdzJPYm1wWmdtV1hFWjVaaXhNaVkwV2lVWnAlMkZJbkdRJTNE ,
4,Procurement policy,17,Lithuania,,4,http://www.orangeprojects.lt/site/newfiles/files/doc/PARAISKU_VERTINIMO_FORMA_ISSAMUS.doc,
5,Organisation budget,17,Lithuania,,1,,
6,Forward budget,17,Lithuania,,1,,
7,Audit,17,Lithuania,,1,,
8,Country strategy,17,Lithuania,,4,http://kariuomene.kam.lt/lt/tarptautines_operacijos_786/afganistanas_2730/lietuvos_dalyvavimo_afganistane_strategija.html,
9,Country forward budget,17,Lithuania,,1,,
10,Evaluation,17,Lithuania,,2,,
11,Results,17,Lithuania,,1,,
12,Project Implementer,17,Lithuania,,4,"http://www.orangeprojects.lt*****http://www.orangeprojects.lt/site/?page=99&sub=140#af*****http://www.orangeprojects.lt/site/?page=11&sub=537 
",
13,Collaboration type,17,Lithuania,,4,"http://www.orangeprojects.lt*****http://www.orangeprojects.lt/site/?page=99&sub=140#af*****http://www.orangeprojects.lt/site/?page=11&sub=537 
",
14,Flow type: ODA / OOF,17,Lithuania,,2,,
15,Project / budget support,17,Lithuania,,3,"http://www.orangeprojects.lt*****http://www.orangeprojects.lt/site/?page=99&sub=140#af*****http://www.orangeprojects.lt/site/?page=11&sub=537 
",
16,Grant / loan,17,Lithuania,,2,"http://www.orangeprojects.lt*****http://www.orangeprojects.lt/site/?page=99&sub=140#af*****http://www.orangeprojects.lt/site/?page=11&sub=537 
",Not explicitly stated.
17,Unique ID,17,Lithuania,,3,"http://www.orangeprojects.lt*****http://www.orangeprojects.lt/site/?page=99&sub=140#af*****http://www.orangeprojects.lt/site/?page=11&sub=537 
",
18,Project Title,17,Lithuania,,4,"http://www.orangeprojects.lt*****http://www.orangeprojects.lt/site/?page=99&sub=140#af*****http://www.orangeprojects.lt/site/?page=11&sub=537 
",
19,Description,17,Lithuania,,4,"http://www.orangeprojects.lt*****http://www.orangeprojects.lt/site/?page=99&sub=140#af*****http://www.orangeprojects.lt/site/?page=11&sub=537 
",
20,Sectors,17,Lithuania,,3,"http://www.orangeprojects.lt*****http://www.orangeprojects.lt/site/?page=99&sub=140#af*****http://www.orangeprojects.lt/site/?page=11&sub=537 
",
21,Planned dates,17,Lithuania,,3,"http://www.orangeprojects.lt*****http://www.orangeprojects.lt/site/?page=99&sub=140#af*****http://www.orangeprojects.lt/site/?page=11&sub=537 
",
